label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
53,36.08320722653716,140.07595385606595,,262.3664980456753,2.0,2.0,0,0,1
54,36.08320486125529,140.07593212031415,,262.3664980456753,2.0,2.0,0,0,1
55,36.08320249596947,140.07591038456368,,262.3664980456751,2.0,2.0,0,0,1
56,36.08320013067973,140.07588864881453,,262.3664980456753,2.0,2.0,0,0,1
57,36.083197765386025,140.07586691306668,,262.3664980456753,2.0,2.0,0,0,1
58,36.08319540008838,140.0758451773201,,309.6398464877247,2.0,2.0,0,0,1
59,36.08320456524821,140.07583154706597,,309.63984648772623,2.0,2.0,0,0,1
60,36.08321373040647,140.0758179168087,,309.6398464877247,2.0,2.0,0,0,1
61,36.08322289556318,140.07580428654825,,4.685688042336906,2.0,2.0,0,0,1
62,36.08324047062722,140.0758060603648,,4.685688042335272,2.0,2.0,0,0,1
63,36.08325804569119,140.07580783418214,,4.685688042336906,2.0,2.0,0,0,1
64,36.08327562075508,140.0758096080003,,4.685688042335272,2.0,2.0,0,0,1
65,36.08329319581889,140.07581138181925,,4.685688042336906,2.0,2.0,0,0,1
66,36.083310770882626,140.07581315563897,,4.685688042335272,2.0,2.0,0,0,1
67,36.08332834594629,140.07581492945948,,4.685688042336906,2.0,2.0,0,0,1
68,36.083345921009865,140.07581670328076,,4.685688042335258,2.0,2.0,0,0,1
69,36.08336349607336,140.07581847710287,,4.685688042336935,2.0,2.0,0,0,1
70,36.083381071136785,140.07582025092577,,4.685688042336935,2.0,2.0,0,0,1
71,36.08339864620013,140.07582202474944,,4.685688042335258,2.0,2.0,0,0,1
72,36.0834162212634,140.07582379857388,,4.685688042336906,2.0,2.0,0,0,1
73,36.08343379632659,140.07582557239914,,4.685688042335258,2.0,2.0,0,0,1
74,36.08345137138969,140.0758273462252,,4.685688042336935,2.0,2.0,0,0,1
75,36.08346894645273,140.075829120052,,4.685688042335272,2.0,2.0,0,0,1
76,36.08348652151569,140.07583089387964,,4.685688042336906,2.0,2.0,0,0,1
77,36.083504096578565,140.07583266770803,,4.685688042335258,2.0,2.0,0,0,1
78,36.08352167164137,140.07583444153724,,4.685688042336935,2.0,2.0,0,0,1
79,36.083539246704085,140.07583621536722,,4.685688042336935,2.0,2.0,0,0,1
80,36.08355682176674,140.07583798919802,,4.685688042335258,2.0,2.0,0,0,1
81,36.083574396829306,140.0758397630296,,4.685688042336906,2.0,2.0,0,0,1
82,36.0835919718918,140.07584153686193,,4.685688042335272,2.0,2.0,0,0,1
83,36.0836095469542,140.0758433106951,,4.685688042336906,2.0,2.0,0,0,1
84,36.08362712201654,140.07584508452902,,4.685688042335272,2.0,2.0,0,0,1
85,36.083644697078796,140.07584685836375,,4.685688042336906,2.0,2.0,0,0,1
86,36.08366227214097,140.07584863219927,,4.685688042335258,2.0,2.0,0,0,1
87,36.08367984720307,140.07585040603558,,4.685688042336935,2.0,2.0,0,0,1
88,36.0836974222651,140.07585217987267,,4.685688042336906,2.0,2.0,0,0,1
89,36.08371499732704,140.07585395371055,,4.685688042335272,2.0,2.0,0,0,1
90,36.083732572388904,140.07585572754923,,4.685688042336935,2.0,2.0,0,0,1
91,36.083750147450694,140.0758575013887,,4.685688042335244,2.0,2.0,0,0,1
92,36.083767722512405,140.07585927522894,,4.685688042336935,2.0,2.0,0,0,1
93,36.08378529757404,140.07586104907,,4.6856880423353005,2.0,2.0,0,0,1
94,36.0838028726356,140.07586282291183,,4.685688042336878,2.0,2.0,0,0,1
95,36.08382044769708,140.07586459675446,,4.6856880423353005,2.0,2.0,0,0,1
96,36.083838022758464,140.07586637059785,,4.685688042336906,2.0,2.0,0,0,1
97,36.083855597819785,140.07586814444204,,94.7937790783893,2.0,2.0,0,0,1
98,36.08385413859268,140.07588959033262,,94.79377907838939,2.0,2.0,0,0,1
99,36.08385267936172,140.0759110362224,,94.7937790783893,2.0,2.0,0,0,1
100,36.083851220126924,140.07593248211137,,94.79377907838925,2.0,2.0,0,0,1
101,36.08384976088829,140.07595392799954,,94.7937790783893,2.0,2.0,0,0,1
102,36.08384830164583,140.07597537388693,,94.79377907838939,2.0,2.0,0,0,1
103,36.08384684239952,140.07599681977354,,94.7937790783893,2.0,2.0,0,0,1
104,36.083845383149374,140.07601826565934,,146.76212901012022,2.0,2.0,0,0,1
105,36.083831824113695,140.0760292132229,,146.76212901012178,2.0,2.0,0,0,1
106,36.08381826507697,140.07604016078267,,146.76212901012022,2.0,2.0,0,0,1
107,36.083804706039224,140.0760511083387,,94.79378336524731,2.0,2.0,0,0,1
108,36.08380323724038,140.07607269438117,,94.79378336524731,2.0,2.0,0,0,1
109,36.08380176843764,140.07609428042284,,94.79378336524731,2.0,2.0,0,0,1
110,36.083800299631015,140.0761158664637,,94.79378336524745,2.0,2.0,0,0,1
111,36.08379883082049,140.07613745250376,,94.79378336524731,2.0,2.0,0,0,1
112,36.083797362006095,140.076159038543,,94.79378336524731,2.0,2.0,0,0,1
113,36.083795893187805,140.07618062458147,,94.79378336524731,2.0,2.0,0,0,1
114,36.08379442436562,140.07620221061913,,94.79378336524728,2.0,2.0,0,0,1
115,36.08379295553955,140.076223796656,,94.79378336524731,2.0,2.0,0,0,1
116,36.08379148670961,140.07624538269204,,94.79378336524731,2.0,2.0,0,0,1
117,36.08379001787576,140.07626696872728,,94.79378336524745,2.0,2.0,0,0,1
118,36.08378854903802,140.07628855476173,,94.79378336524731,2.0,2.0,0,0,1
119,36.0837870801964,140.07631014079536,,94.7937833652473,2.0,2.0,0,0,1
120,36.08378561135089,140.07633172682822,,94.79378336524732,2.0,2.0,0,0,1
121,36.0837841425015,140.07635331286025,,94.7937833652473,2.0,2.0,0,0,1
122,36.08378267364821,140.07637489889146,,94.79378336524731,2.0,2.0,0,0,1
123,36.08378120479103,140.0763964849219,,94.79378336524745,2.0,2.0,0,0,1
124,36.083779735929966,140.07641807095152,,94.79378336524731,2.0,2.0,0,0,1
125,36.083778267065014,140.07643965698037,,94.79378336524731,2.0,2.0,0,0,1
126,36.083776798196176,140.0764612430084,,94.7937833652473,2.0,2.0,0,0,1
127,36.08377532932345,140.0764828290356,,94.79378336524731,2.0,2.0,0,0,1
128,36.08377386044683,140.076504415062,,94.79378336524731,2.0,2.0,0,0,1
129,36.08377239156633,140.07652600108764,,94.79378336524731,2.0,2.0,0,0,1
130,36.083770922681936,140.07654758711246,,94.79378336524731,2.0,2.0,0,0,1
131,36.08376945379366,140.07656917313645,,94.79378336524745,2.0,2.0,0,0,1
132,36.083767984901485,140.07659075915967,,94.79378336524728,2.0,2.0,0,0,1
133,36.08376651600543,140.07661234518207,,94.79378336524734,2.0,2.0,0,0,1
134,36.08376504710548,140.07663393120367,,94.79378336524731,2.0,2.0,0,0,1
135,36.08376357820165,140.07665551722448,,94.79378336524728,2.0,2.0,0,0,1
136,36.08376210929392,140.07667710324446,,94.79378336524738,2.0,2.0,0,0,1
137,36.083760640382316,140.07669868926365,,94.79378336524734,2.0,2.0,0,0,1
138,36.083759171466816,140.07672027528207,,94.79378336524735,2.0,2.0,0,0,1
139,36.08375770254743,140.07674186129967,,94.79378336524731,2.0,2.0,0,0,1
140,36.08375623362415,140.07676344731647,,94.79378336524731,2.0,2.0,0,0,1
141,36.08375476469699,140.07678503333244,,47.416314957696144,2.0,2.0,0,0,1
142,36.083766507679734,140.07680077407827,,47.41631495769672,2.0,2.0,0,0,1
143,36.08377825066038,140.0768165148288,,47.416314957696144,2.0,2.0,0,0,1
144,36.083789993638945,140.076832255584,,94.79378309593831,2.0,2.0,0,0,1
145,36.083788546399745,140.07685352272352,,94.79378309593824,2.0,2.0,0,0,1
146,36.08378709915678,140.07687478986222,,94.79378309593832,2.0,2.0,0,0,1
147,36.08378565191004,140.07689605700017,,94.79378309593832,2.0,2.0,0,0,1
148,36.083784204659516,140.07691732413733,,94.79378309593831,2.0,2.0,0,0,1
149,36.083782757405224,140.07693859127374,,94.79378309593831,2.0,2.0,0,0,1
150,36.08378131014716,140.07695985840934,,94.79378309593824,2.0,2.0,0,0,1
151,36.083779862885315,140.07698112554417,,94.79378309593832,2.0,2.0,0,0,1
152,36.0837784156197,140.07700239267822,,182.3881166310676,2.0,2.0,0,0,1
153,36.08376148457061,140.07700152332274,,182.3881166310667,2.0,2.0,0,0,1
154,36.08374455352148,140.07700065396762,,182.3881166310676,2.0,2.0,0,0,1
155,36.083727622472274,140.07699978461287,,182.3881166310667,2.0,2.0,0,0,1
156,36.08371069142302,140.0769989152585,,182.3881166310676,2.0,2.0,0,0,1
157,36.08369376037373,140.0769980459045,,182.3881166310667,2.0,2.0,0,0,1
158,36.08367682932436,140.07699717655092,,182.3881166310676,2.0,2.0,0,0,1
159,36.08365989827495,140.07699630719765,,182.3881166310676,2.0,2.0,0,0,1
160,36.08364296722549,140.0769954378448,,182.3881166310667,2.0,2.0,0,0,1
161,36.083626036175964,140.07699456849227,,182.3881166310676,2.0,2.0,0,0,1
162,36.083609105126385,140.07699369914016,,182.3881166310667,2.0,2.0,0,0,1
163,36.08359217407676,140.0769928297884,,182.3881166310676,2.0,2.0,0,0,1
164,36.08357524302708,140.076991960437,,182.3881166310667,2.0,2.0,0,0,1
165,36.083558311977335,140.076991091086,,182.3881166310676,2.0,2.0,0,0,1
166,36.08354138092755,140.07699022173537,,182.3881166310667,2.0,2.0,0,0,1
167,36.0835244498777,140.0769893523851,,182.3881166310676,2.0,2.0,0,0,1
168,36.08350751882781,140.0769884830352,,75.5250604238072,2.0,2.0,0,0,1
169,36.08351192353263,140.07700950108455,,75.5250604238072,2.0,2.0,0,0,1
170,36.083516328233785,140.07703051913623,,75.5250604238072,2.0,2.0,0,0,1
171,36.083520732931234,140.07705153719027,,75.5250604238072,2.0,2.0,0,0,1
172,36.083525137625,140.07707255524667,,75.5250604238069,2.0,2.0,0,0,1
173,36.08352954231508,140.07709357330538,,75.5250604238072,2.0,2.0,0,0,1
174,36.08353394700147,140.07711459136647,,75.5250604238072,2.0,2.0,0,0,1
175,36.08353835168417,140.0771356094299,,75.5250604238072,2.0,2.0,0,0,1
176,36.08354275636319,140.0771566274956,,94.79379814641345,2.0,2.0,0,0,1
177,36.08354134879169,140.07717731076076,,94.79379814641341,2.0,2.0,0,0,1
178,36.08353994121662,140.0771979940252,,94.79379814641345,2.0,2.0,0,0,1
179,36.08353853363799,140.07721867728884,,94.79379814641334,2.0,2.0,0,0,1
180,36.083537126055795,140.0772393605518,,94.79379814641345,2.0,2.0,0,0,1
181,36.08353571847002,140.077260043814,,94.79379814641352,2.0,2.0,0,0,1
182,36.08353431088068,140.07728072707545,,94.79379814641334,2.0,2.0,0,0,1
183,36.08353290328777,140.07730141033616,,94.79379814641345,2.0,2.0,0,0,1
184,36.08353149569128,140.07732209359617,,94.79379814641341,2.0,2.0,0,0,1
185,36.08353008809123,140.0773427768554,,94.79379814641345,2.0,2.0,0,0,1
186,36.08352868048761,140.0773634601139,,122.14893890517727,2.0,2.0,0,0,1
187,36.083519174637374,140.0773820942596,,122.14893890517727,2.0,2.0,0,0,1
188,36.083509668784224,140.07740072840082,,122.14893890517719,2.0,2.0,0,0,1
189,36.08350016292815,140.07741936253754,,122.14893890517727,2.0,2.0,0,0,1
190,36.08349065706917,140.0774379966698,,122.14893890517727,2.0,2.0,0,0,1
191,36.08348115120729,140.07745663079754,,122.14893890517727,2.0,2.0,0,0,1
192,36.083471645342485,140.0774752649208,,117.90900936214237,2.0,2.0,0,0,1
193,36.08346403325708,140.07749297057518,,117.90900936214278,2.0,2.0,0,0,1
194,36.08345642116906,140.07751067622618,,117.90900936214268,2.0,2.0,0,0,1
195,36.083448809078405,140.07752838187375,,117.90900936214226,2.0,2.0,0,0,1
196,36.08344119698512,140.07754608751787,,117.90900936214246,2.0,2.0,0,0,1
197,36.08343358488922,140.07756379315862,,117.90900936214268,2.0,2.0,0,0,1
198,36.0834259727907,140.07758149879592,,94.79380891129662,2.0,2.0,0,0,1
199,36.08342447831847,140.07760345776964,,94.7938089112967,2.0,2.0,0,0,1
200,36.08342298384222,140.07762541674248,,94.79380891129642,2.0,2.0,0,0,1
201,36.083421489361946,140.0776473757145,,94.79380891129662,2.0,2.0,0,0,1
202,36.08341999487764,140.07766933468568,,94.79380891129662,2.0,2.0,0,0,1
203,36.08341850038932,140.07769129365604,,94.7938089112967,2.0,2.0,0,0,1
204,36.08341700589697,140.07771325262559,,94.79380891129662,2.0,2.0,0,0,1
205,36.083415511400595,140.07773521159427,,94.79380891129642,2.0,2.0,0,0,1
206,36.08341401690021,140.07775717056217,,94.79380891129662,2.0,2.0,0,0,1
207,36.08341252239579,140.0777791295292,,94.7938089112967,2.0,2.0,0,0,1
208,36.083411027887344,140.0778010884954,,94.79380891129662,2.0,2.0,0,0,1
209,36.08340953337488,140.07782304746078,,94.79380891129662,2.0,2.0,0,0,1
210,36.083408038858394,140.07784500642532,,94.7938089112965,2.0,2.0,0,0,1
211,36.083406544337876,140.07786696538903,,94.79380891129662,2.0,2.0,0,0,1
212,36.08340504981334,140.07788892435192,,94.79380891129662,2.0,2.0,0,0,1
213,36.083403555284775,140.07791088331396,,94.79380891129662,2.0,2.0,0,0,1
214,36.08340206075219,140.0779328422752,,94.7938089112965,2.0,2.0,0,0,1
215,36.08340056621558,140.0779548012356,,94.79380891129662,2.0,2.0,0,0,1
216,36.083399071674954,140.07797676019513,,94.79380891129662,2.0,2.0,0,0,1
217,36.08339757713029,140.07799871915387,,94.79380891129662,2.0,2.0,0,0,1
218,36.08339608258161,140.07802067811178,,94.7938089112967,2.0,2.0,0,0,1
219,36.08339458802891,140.07804263706885,,94.79380891129642,2.0,2.0,0,0,1
220,36.08339309347218,140.0780645960251,,94.79380891129662,2.0,2.0,0,0,1
221,36.08339159891143,140.07808655498047,,94.7938089112967,2.0,2.0,0,0,1
222,36.083390104346655,140.07810851393506,,94.79380891129662,2.0,2.0,0,0,1
223,36.083388609777856,140.0781304728888,,94.79380891129662,2.0,2.0,0,0,1
224,36.08338711520503,140.07815243184174,,94.79380891129645,2.0,2.0,0,0,1
225,36.083385620628185,140.0781743907938,,94.79380891129667,2.0,2.0,0,0,1
226,36.08338412604732,140.07819634974504,,94.79380891129662,2.0,2.0,0,0,1
227,36.08338263146242,140.07821830869545,,94.79380891129662,2.0,2.0,0,0,1
228,36.083381136873506,140.07824026764504,,94.79380891129667,2.0,2.0,0,0,1
229,36.08337964228056,140.0782622265938,,94.79380891129645,2.0,2.0,0,0,1
230,36.0833781476836,140.07828418554175,,94.79380891129662,2.0,2.0,0,0,1
231,36.0833766530826,140.07830614448883,,94.79380891129667,2.0,2.0,0,0,1
232,36.083375158477594,140.07832810343513,,94.79380891129662,2.0,2.0,0,0,1
233,36.08337366386855,140.07835006238057,,94.79380891129645,2.0,2.0,0,0,1
234,36.0833721692555,140.07837202132515,,94.79380891129662,2.0,2.0,0,0,1
235,36.08337067463842,140.0783939802689,,94.79380891129667,2.0,2.0,0,0,1
236,36.0833691800173,140.07841593921185,,94.79380891129662,2.0,2.0,0,0,1
237,36.08336768539217,140.07843789815396,,94.79380891129667,2.0,2.0,0,0,1
238,36.083366190763016,140.07845985709525,,94.79380891129645,2.0,2.0,0,0,1
239,36.08336469612983,140.0784818160357,,94.79380891129662,2.0,2.0,0,0,1
240,36.083363201492624,140.0785037749753,,94.79380891129667,2.0,2.0,0,0,1
241,36.0833617068514,140.0785257339141,,94.79380891129662,2.0,2.0,0,0,1
242,36.08336021220615,140.07854769285206,,94.79380891129667,2.0,2.0,0,0,1
243,36.08335871755688,140.07856965178917,,94.79380891129642,2.0,2.0,0,0,1
244,36.08335722290358,140.07859161072548,,94.79380891129667,2.0,2.0,0,0,1
245,36.08335572824625,140.07861356966094,,94.79380891129667,2.0,2.0,0,0,1
246,36.083354233584906,140.07863552859556,,94.79380891129662,2.0,2.0,0,0,1
247,36.08335273891954,140.07865748752937,,94.79380891129667,2.0,2.0,0,0,1
248,36.083351244250146,140.07867944646233,,94.79380891129662,2.0,2.0,0,0,1
249,36.083349749576726,140.07870140539447,,94.79380891129645,2.0,2.0,0,0,1
250,36.083348254899285,140.07872336432578,,94.79380891129662,2.0,2.0,0,0,1
251,36.08334676021782,140.07874532325624,,94.79380891129667,2.0,2.0,0,0,1
252,36.08334526553233,140.07876728218588,,94.79380891129642,2.0,2.0,0,0,1
253,36.08334377084282,140.0787892411147,,94.79380891129667,2.0,2.0,0,0,1
254,36.08334227614928,140.07881120004268,,94.79380891129662,2.0,2.0,0,0,1
255,36.08334078145172,140.07883315896981,,94.79380891129667,2.0,2.0,0,0,1
256,36.08333928675014,140.07885511789615,,94.79380891129662,2.0,2.0,0,0,1
257,36.083337792044524,140.07887707682164,,94.79380891129667,2.0,2.0,0,0,1
258,36.083336297334895,140.0788990357463,,94.79380891129642,2.0,2.0,0,0,1
259,36.08333480262124,140.0789209946701,,94.79380891129667,2.0,2.0,0,0,1
260,36.083333307903565,140.07894295359313,,94.79380891129662,2.0,2.0,0,0,1
261,36.08333181318186,140.07896491251526,,94.79380891129667,2.0,2.0,0,0,1
262,36.08333031845613,140.07898687143663,,94.79380891129645,2.0,2.0,0,0,1
263,36.08332882372638,140.0790088303571,,94.79380891129662,2.0,2.0,0,0,1
264,36.08332732899261,140.07903078927677,,94.7938089112967,2.0,2.0,0,0,1
265,36.08332583425481,140.07905274819564,,94.79380891129662,2.0,2.0,0,0,1
266,36.08332433951299,140.07907470711362,,94.79380891129662,2.0,2.0,0,0,1
267,36.083322844767146,140.0790966660308,,94.79380891129662,2.0,2.0,0,0,1
268,36.08332135001727,140.07911862494714,,94.7938089112965,2.0,2.0,0,0,1
269,36.08331985526338,140.07914058386265,,94.79380891129662,2.0,2.0,0,0,1
270,36.083318360505466,140.07916254277734,,94.79380891129662,2.0,2.0,0,0,1
271,36.08331686574353,140.0791845016912,,94.79380891129662,2.0,2.0,0,0,1
272,36.08331537097756,140.0792064606042,,94.7938089112965,2.0,2.0,0,0,1
273,36.08331387620757,140.0792284195164,,94.79380891129662,2.0,2.0,0,0,1
274,36.083312381433565,140.07925037842776,,94.79380891129662,2.0,2.0,0,0,1
275,36.083310886655525,140.07927233733827,,94.79380891129662,2.0,2.0,0,0,1
276,36.08330939187346,140.07929429624798,,94.7938089112967,2.0,2.0,0,0,1
277,36.08330789708739,140.0793162551568,,94.79380891129662,2.0,2.0,0,0,1
278,36.083306402297275,140.07933821406485,,94.79380891129642,2.0,2.0,0,0,1
279,36.08330490750314,140.0793601729721,,94.7938089112967,2.0,2.0,0,0,1
280,36.08330341270499,140.07938213187842,,94.79380891129642,2.0,2.0,0,0,1
281,36.083301917902816,140.07940409078398,,94.79380891129662,2.0,2.0,0,0,1
282,36.08330042309661,140.07942604968866,,94.79380891129662,2.0,2.0,0,0,1
283,36.08329892828638,140.07944800859255,,94.7938089112967,2.0,2.0,0,0,1
284,36.08329743347213,140.0794699674956,,94.79380891129662,2.0,2.0,0,0,1
285,36.08329593865386,140.07949192639782,,94.79380891129662,2.0,2.0,0,0,1
286,36.08329444383157,140.0795138852992,,94.79380891129642,2.0,2.0,0,0,1
287,36.08329294900525,140.07953584419974,,94.7938089112967,2.0,2.0,0,0,1
288,36.083291454174905,140.07955780309948,,94.79380891129665,2.0,2.0,0,0,1
289,36.08328995934054,140.07957976199833,,5.032664398610834,2.0,2.0,0,0,1
290,36.0833078403072,140.07958170191793,,5.032664398610848,2.0,2.0,0,0,1
291,36.08332572127378,140.07958364183838,,5.0326643986108195,2.0,2.0,0,0,1
292,36.08334360224027,140.07958558175974,,5.032664398610834,2.0,2.0,0,0,1
293,36.08336148320668,140.07958752168196,,5.032664398610848,2.0,2.0,0,0,1
294,36.08337936417301,140.07958946160505,,5.032664398610848,2.0,2.0,0,0,1
295,36.08339724513924,140.07959140152906,,5.032664398610805,2.0,2.0,0,0,1
296,36.0834151261054,140.07959334145391,,5.032664398610848,2.0,2.0,0,0,1
297,36.08343300707148,140.07959528137965,,5.032664398610848,2.0,2.0,0,0,1
298,36.083450888037454,140.07959722130624,,5.032664398610791,2.0,2.0,0,0,1
299,36.08346876900335,140.07959916123374,,5.032664398610876,2.0,2.0,0,0,1
300,36.08348664996917,140.0796011011621,,5.032664398610848,2.0,2.0,0,0,1
301,36.0835045309349,140.07960304109136,,5.032664398610791,2.0,2.0,0,0,1
302,36.083522411900546,140.07960498102148,,5.032664398610848,2.0,2.0,0,0,1
303,36.08354029286612,140.0796069209525,,5.032664398610848,2.0,2.0,0,0,1
304,36.083558173831584,140.07960886088438,,5.032664398610791,2.0,2.0,0,0,1
305,36.08357605479698,140.07961080081716,,5.032664398610848,2.0,2.0,0,0,1
306,36.08359393576228,140.07961274075078,,5.032664398610848,2.0,2.0,0,0,1
307,36.08361181672751,140.0796146806853,,5.032664398610848,2.0,2.0,0,0,1
308,36.08362969769264,140.07961662062073,,5.032664398610791,2.0,2.0,0,0,1
309,36.083647578657704,140.07961856055698,,5.032664398610876,2.0,2.0,0,0,1
310,36.083665459622665,140.07962050049414,,5.032664398610805,2.0,2.0,0,0,1
311,36.08368334058755,140.0796224404322,,5.032664398610848,2.0,2.0,0,0,1
312,36.08370122155234,140.0796243803711,,5.032664398610848,2.0,2.0,0,0,1
313,36.083719102517065,140.0796263203109,,5.032664398610848,2.0,2.0,0,0,1
314,36.08373698348168,140.07962826025155,,5.032664398610791,2.0,2.0,0,0,1
315,36.08375486444623,140.07963020019312,,5.032664398610848,2.0,2.0,0,0,1
316,36.083772745410684,140.07963214013552,,5.032664398610805,2.0,2.0,0,0,1
317,36.08379062637506,140.07963408007885,,5.032664398610848,2.0,2.0,0,0,1
318,36.08380850733935,140.07963602002303,,5.032664398610848,2.0,2.0,0,0,1
319,36.08382638830356,140.0796379599681,,5.032664398610848,2.0,2.0,0,0,1
320,36.08384426926768,140.07963989991404,,5.032664398610848,2.0,2.0,0,0,1
321,36.0838621502317,140.07964183986084,,5.032664398610791,2.0,2.0,0,0,1
322,36.08388003119565,140.07964377980855,,5.032664398610805,2.0,2.0,0,0,1
323,36.08389791215952,140.07964571975714,,5.032664398610848,2.0,2.0,0,0,1
324,36.0839157931233,140.0796476597066,,5.032664398610848,2.0,2.0,0,0,1
325,36.08393367408699,140.07964959965693,,5.032664398610848,2.0,2.0,0,0,1
326,36.083951555050604,140.07965153960816,,5.032664398610848,2.0,2.0,0,0,1
327,36.08396943601413,140.07965347956022,,5.032664398610763,2.0,2.0,0,0,1
328,36.08398731697757,140.07965541951322,,5.032664398610848,2.0,2.0,0,0,1
329,36.08400519794092,140.07965735946706,,5.032664398610848,2.0,2.0,0,0,1
330,36.08402307890419,140.0796592994218,,5.032664398610848,2.0,2.0,0,0,1
331,36.08404095986737,140.0796612393774,,5.032664398610848,2.0,2.0,0,0,1
332,36.08405884083048,140.07966317933386,,5.032664398610848,2.0,2.0,0,0,1
333,36.08407672179349,140.07966511929123,,5.032664398610763,2.0,2.0,0,0,1
334,36.084094602756416,140.0796670592495,,5.032664398610805,2.0,2.0,0,0,1
335,36.08411248371927,140.0796689992086,,5.032664398610848,2.0,2.0,0,0,1
336,36.084130364682025,140.0796709391686,,5.032664398610848,2.0,2.0,0,0,1
337,36.0841482456447,140.0796728791295,,5.032664398610848,2.0,2.0,0,0,1
